GameID,IDTitle,IDRegion,IDCategory,Game,MatchType,MatchScore,Resolution,Backend,Playability,InternalResolution,GraphicsBackend,SkipBufferEffects,AnisotropyLevel,TextureBackoffCache,SplineBezierQuality,SkipGPUReadbacks,CPUSpeed,FrameSkip,AutoFrameSkip,TexScalingType,TexScalingLevel,NotesParsed,NotesOriginal
ULJM91018,Phantasy Star Portable 2,Japan,Demos,Phantasy Star Portable 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULJM91022,Phantasy Star Portable 2 Infinity,Japan,Demos,Phantasy Star Portable 2,variant,0.900,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULJM95001,Initial D: Street Stage,Japan,Demos,Initial D: Street Stage,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM95004,Tales of the World: Radiant Mythology,Japan,Games,Tales of The World: Radiant Mythology,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00048,Tekken: Dark Resurrection,"Japan, Asia",Games,Tekken: Dark Resurrection,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00049,Dragon Ball Z: Shin Budokai,Japan,Games,Dragon Ball Z: Shin Budokai,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00079,Tales of Phantasia: Full Voice Edition,Japan,Games,Tales of Phantasia,variant,0.700,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00086,Ace Combat X: Skies of Deception,"Japan, Asia",Games,Ace Combat X: Skies of Deception,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00093,Tales of the World: Radiant Mythology,Japan,Games,Tales of The World: Radiant Mythology,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00175,Tales of the World: Radiant Mythology 2,Japan,Games,Tales of The World: Radiant Mythology 2,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x with frameskip
ULJS00180,Midnight Club: L.A. Remix,Japan,Games,Midnight Club: L.A. Remix,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULJS00266,Dot Hack Link,Japan,Games,.hack//Link,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,16,True,0,,111,0,False,,,AnisotropyLevel=16;Playability=NoFrameskip,16x AF
ULJS00279,Dot Hack Link,Japan,Games,.hack//Link,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,16,True,0,,111,0,False,,,AnisotropyLevel=16;Playability=NoFrameskip,16x AF
ULJS00293,Tales of Phantasia: Narikiri Dungeon X,Japan,Games,Tales of Phantasia: Nakiri Dungeon X,partial,0.800,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00311,Dragon Ball Tag VS,Japan,Games,Dragon Ball Z: Tenkaichi Tag Team,superset,0.750,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Frameskip set to 1 nearly full speed
ULJS00331,Kamen Rider: Climax Heroes OOO,Japan,Games,Kamen Rider: Super Climax Heroes,partial,0.800,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,222,0,False,,,CPUSpeed=222;Playability=NoFrameskip,222MHz CPU clock
ULJS00394,Grand Knights History,Japan,Games,Grand Knights History,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Smoother with autoframeskip set to 1
ULJS00541,Digimon Adventure,Japan,Games,Digimon Adventure,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,
ULJS00549,Kamen Rider: Super Climax Heroes,Japan,Games,Kamen Rider: Super Climax Heroes,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,222,0,False,,,CPUSpeed=222;Playability=NoFrameskip,222MHz CPU clock
ULJS00557,Sword Art Online: Infinity Moment,Japan,Games,Sword Art Online infinity Moment,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS00558,Sword Art Online: Infinity Moment,Japan,Games,Sword Art Online infinity Moment,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS19016,Tales of Phantasia: Full Voice Edition,Japan,Games,Tales of Phantasia,variant,0.700,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS19018,Ace Combat X: Skies of Deception,Japan,Games,Ace Combat X: Skies of Deception,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS19019,Tales of the World: Radiant Mythology,Japan,Games,Tales of The World: Radiant Mythology,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS19044,Tales of the World: Radiant Mythology 2,Japan,Games,Tales of The World: Radiant Mythology 2,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x with frameskip
ULJS19054,Tekken 6,Japan,Games,Tekken 6,exact,2.000,SBE,Vulkan,Playable with frameskip of 1 (close to full speed),,3,True,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULJS19057,Ace Combat X2: Joint Assault,Japan,Games,Ace Combat: Joint Assault,variant,0.900,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJS19058,Dot Hack Link,Japan,Games,.hack//Link,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,16,True,0,,111,0,False,,,AnisotropyLevel=16;Playability=NoFrameskip,16x AF
ULJS19067,Dragon Ball Tag VS,Japan,Games,Dragon Ball Z: Tenkaichi Tag Team,superset,0.750,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Frameskip set to 1 nearly full speed
ULKS46004,Need for Speed: Underground Rivals,Korea,Games,Need for Speed: Underground Rivals,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46015,Untold Legends: Brotherhood of the Blade,Korea,Games,Untold Legends Brotherhood of The Blade,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46017,Star Wars Battlefront: Renegade Squadron,Korea,Games,Star Wars Battlefront Renegade Squadron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46023,Virtua Tennis: World Tour,Korea,Games,Virtua Tennis: World Tour,exact,2.000,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Frameskip = 1, constant 30fps"
ULKS46027,Burnout Legends,Korea,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULKS46034,Need for Speed: Carbon: Own the City,Korea,Games,Need for Speed: Carbon: Own the City,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46071,Gitaroo Man Lives!,Korea,Games,Gitaroo Man Lives!,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46117,The Sims 2: Pets,Korea,Games,The Sims 2: Pets,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can stutter when loading in new areas
ULKS46136,Burnout Dominator,Korea,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULKS46155,Castlevania: The Dracula X Chronicles,Korea,Games,Castlevania: The Dracula X Chronicles,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46157,Grand Theft Auto: Liberty City Stories,Korea,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULKS46177,Monster Hunter Portable 2nd G,"Japan, Asia",Games,Monster Hunter Portable 2nd G,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46235,Tekken 6,Korea,Games,Tekken 6,exact,2.000,SBE,Vulkan,Playable with frameskip of 1 (close to full speed),,3,True,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULKS46239,Metal Gear Solid: Peace Walker,"Japan, Asia",Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULKS46248,Dante's Inferno,Korea,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULKS46264,Monster Hunter Portable 3rd,"Japan, Asia",Games,Monster Hunter Portable 3rd,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULKS46268,Ultimate Ghosts'n Goblins,Korea,Games,Ultimate Ghosts'n Goblins,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10001,Ridge Racer,USA,Games,Ridge Racer,exact,2.000,SBE,OpenGL,Runs at close to or full speed without frameskip,,0,True,2,True,0,,111,0,False,0,2,"AnisotropyLevel=2;TexScalingType=0,TexScalingLevel=2;SkipBufferEffects=True;Playability=NoFrameskip","Skip buffer effects, 2x xBRZ texture upscaling + 2x AF. Slightly grey overlay when using nitrous"
ULUS10002,Lumines: Puzzle Fusion,USA,Games,Lumines: Puzzle Fusion,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10003,Untold Legends: Brotherhood of the Blade,USA,Games,Untold Legends Brotherhood of The Blade,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10004,Dynasty Warriors,USA,Games,Dynasty Warriors Strikeforce,superset,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10007,Need for Speed: Underground Rivals,USA,Games,Need for Speed: Underground Rivals,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10008,NFL Street 2: Unleashed,USA,Games,NFL Street 2,variant,0.875,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10015,Spider-Man 2,USA,Games,Spider-Man 2,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10019,Coded Arms,USA,Games,Coded Arms,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULUS10021,Midnight Club 3: DUB Edition,USA,Games,Midnight Club 3: Dub Edition,exact,2.000,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULUS10022,The Legend of Heroes: A Tear of Vermillion,USA,Games,The legend of Heroes: A Tear of Vermillion,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10025,Burnout Legends,USA,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULUS10031,The Sims 2,USA,Games,The Sims 2,exact,2.000,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Auto frameskip = 1, very stable gameplay. PSP clock set to Auto"
ULUS10032,Harry Potter and the Goblet of Fire,USA,Games,Harry Potter and the Goblet of Fire,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10036,Need for Speed: Most Wanted: 5-1-0,USA,Games,Need for Speed: Most Wanted 5-1-0,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10037,Virtua Tennis: World Tour,USA,Games,Virtua Tennis: World Tour,exact,2.000,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Frameskip = 1, constant 30fps"
ULUS10041,Grand Theft Auto: Liberty City Stories,USA,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULUS10055,Pac-Man World 3,USA,Games,Pac-Man World 3,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10058,Stealth + WipEout Pure,USA,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULUS10062,Street Fighter Alpha 3 Max,USA,Games,Street Fighter Alpha 3 Max,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,True,83,0,False,,,SkipGPUReadbacks=True;CPUSpeed=83;Playability=NoFrameskip,"83MHz underclock, force real clock sync, skip GPU readbacks, 30fps cheat enabled (fixes slowdown during cutscenes). Can get as slow as 10fps in some areas, don't count on it"
ULUS10064,OutRun 2006: Coast 2 Coast,USA,Games,OutRun 2006: Coast 2 Coast,exact,2.000,2x,Vulkan,Playable with frameskip of 1 (close to full speed),2,3,,0,True,0,True,333,1,False,,,SkipGPUReadbacks=True;FrameSkip=1;CPUSpeed=333;Playability=Frameskip1,"333MHz PSP clock, frameskip 1, skip GPU readbacks, force real clock sync, aggressively lower effects resolution"
ULUS10067,FIFA Street 2,USA,Games,FIFA Street 2,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10068,Mega Man: Maverick Hunter X,USA,Games,Mega Man Maverick Hunter X,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10080,007: From Russia with Love,USA,Games,007: From Russia with Love,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,True,111,0,False,,,SkipGPUReadbacks=True;TextureBackoffCache=True;SplineBezierQuality=0;Playability=NoFrameskip,Runs at constant 60fps.  use power profile. Skip GPU Readbacks  Lazy texture caching and Spline low.
ULUS10081,Dragon Ball Z: Shin Budokai,USA,Games,Dragon Ball Z: Shin Budokai,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10084,Monster Hunter Freedom,USA,Games,Monster Hunter Freedom,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10087,Viewtiful Joe: Red Hot Rumble,USA,Games,Viewtiful Joe: Red Hot Rumble,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10092,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,USA,Games,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,2,False,,,FrameSkip=2;Playability=Frameskip1,"90% speed with frameskip 2, Vulkan has better performance (~75% speed without frameskip) but rendering breaks with frameskip. Don't bother, just play the NDS version if you absolutely must"
ULUS10094,Me & My Katamari,USA,Games,Me and My Katamari,partial,1.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10100,Def Jam: Fight for NY: The Takeover,USA,Games,Def Jam Fight for NY The Takeover,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10105,Ultimate Ghosts'n Goblins,USA,Games,Ultimate Ghosts'n Goblins,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10109,Miami Vice: The Game,USA,Games,Miami Vice,variant,0.833,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,Autoframeskip set to 1
ULUS10114,Need for Speed: Carbon: Own the City,USA,Games,Need for Speed: Carbon: Own the City,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10121,Bomberman,USA,Games,Bomberman,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10125,The Legend of Heroes II: Prophecy of the Moonlight Witch,USA,Games,The legend of Heroes 2: Prophecy of the Moonlight Witch,partial,0.833,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10130,The Sims 2: Pets,USA,Games,The Sims 2: Pets,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can stutter when loading in new areas
ULUS10139,Tekken: Dark Resurrection,USA,Games,Tekken: Dark Resurrection,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10144,The Legend of Heroes III: Song of the Ocean,USA,Games,The legend of Heroes 3: Song of the Ocean,partial,0.800,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10149,Pac-Man World Rally,USA,Games,Pac-Man World Rally,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can run at 30fps with cheats
ULUS10152,Open Season,USA,Games,Open Season,exact,2.000,1x,Vulkan,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,3,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10158,Gun Showdown,USA,Games,Gun Showdown,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10160,Grand Theft Auto: Vice City Stories,USA,Games,Grand Theft Auto: Vice City Stories,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10165,Nickelodeon Avatar: The Last Airbender,USA,Games,Nickelodeon Avatar: The Last Airbender,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,111,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;Playability=NoFrameskip","2x xBRZ texture upscaling, 4x AF, 60fps cheat enabled. Can run at 3x resolution at 30fps"
ULUS10167,Marvel: Ultimate Alliance,USA,Games,Marvel: Ultimate Alliance,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Autoframeskip set to 1
ULUS10176,Ace Combat X: Skies of Deception,USA,Games,Ace Combat X: Skies of Deception,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10177,Dungeon Siege: Throne of Agony,USA,Games,Dungeon Siege: Throne of Agony,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10184,Coded Arms: Contagion,USA,Games,Coded Arms,variant,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULUS10189,Snoopy vs. the Red Baron,USA,Games,Snoopy vs The Red Baron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10195,Sonic Rivals,USA,Games,Sonic Rivals,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10197,Tony Hawk's Project 8,USA,Games,Tony Hawk's Project 8,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Reset PSP clock speed to stabilise FPS. Can push 3x with Vulkan but with some graphical glitches and screen tearing
ULUS10207,Gitaroo Man Lives!,USA,Games,Gitaroo Man Lives!,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10213,The Warriors,USA,Games,The Warriors,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10214,Justice League Heroes,USA,Games,Justice League Heroes,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10218,Call of Duty: Roads to Victory,USA,Games,Call of Duty: Roads to Victory,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,333,1,False,,,CPUSpeed=333;Playability=Frameskip1,Emulated PSP clock speed 333MHz. Runs at 30fps with slowdowns in more intense scenes
ULUS10219,Innocent Life: A Futuristic Harvest Moon,USA,Games,Innocent Life:A futuristic Harvest Moon,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10234,Dragon Ball Z: Shin Budokai: Another Road,USA,Games,Dragon Ball Z: Shin Budokai: Another Road,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10236,Burnout Dominator,USA,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULUS10249,Test Drive Unlimited,USA,Games,Test Drive Unlimited,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,"Enable ""Performance/Rendering Resolution fix"" cheat. Can increase the framerate to 30fps, may need to decrease resolution to 2x to weed out any framedips"
ULUS10271,Tales of the World: Radiant Mythology,USA,Games,Tales of The World: Radiant Mythology,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10277,Castlevania: The Dracula X Chronicles,USA,Games,Castlevania: The Dracula X Chronicles,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10292,Star Wars Battlefront: Renegade Squadron,USA,Games,Star Wars Battlefront Renegade Squadron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10296,The Sims 2: Castaway,USA,Games,The Sims 2,variant,0.833,3x,OpenGL,Playable with frameskip of 1 (close to full speed),3,0,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,"Auto frameskip = 1, very stable gameplay. PSP clock set to Auto"
ULUS10297,Final Fantasy Tactics: The War of the Lions,USA,Games,Final Fantasy Tactics: The War of the Lions,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,3x can still do speed up to ~150% speed if you want to use fast forward.
ULUS10304,Crash of the Titans,USA,Games,Crash of the Titans,exact,2.000,SBE,OpenGL,Playable with frameskip of 1 (close to full speed),,0,True,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,111MHz system clock.
ULUS10307,Ben 10: Protector of Earth,USA,Games,Ben 10 Protector of Earth,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10308,Disgaea: Afternoon of Darkness,USA,Games,Disgaea: Afternoon of Darkness,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10310,Medal of Honor: Heroes 2,USA,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10312,Juiced 2: Hot Import Nights,USA,Games,Juiced 2 - Hot Import Nights,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Runs at near-constant 30fps, use AutoSkip to smoothen the gameplay.  Use Power profile."
ULUS10317,Spider-Man 3,USA,Games,Spider-Man 3,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,111,,,,,,
